id,pr_nomLabel,nom_de_familleLabel,pays_de_nationalit_Label,date_de_naissance,date_de_mort,identifiant_Fichier_d_autorit__international_virtuel,_cole_des_chartesLabel,occupationLabel,dipl_me_universitaireLabel,distinction_re_ueLabel,domaine_d_activit_Label,th_se_de_doctorat,th_se_de_doctoratLabel
http://www.wikidata.org/entity/Q2965963,Christine,Nougaret,France,1958-11-23T00:00:00Z,,44309954,Christine Nougaret,archiviste,,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43397134,Misère et assistance dans le diocèse de Rennes au XVIIIe siècle
http://www.wikidata.org/entity/Q2965963,Christine,Nougaret,France,1958-11-23T00:00:00Z,,44309954,Christine Nougaret,archiviste,,officier des Arts et des Lettres‎,,http://www.wikidata.org/entity/Q43397134,Misère et assistance dans le diocèse de Rennes au XVIIIe siècle
http://www.wikidata.org/entity/Q2965963,Christine,Nougaret,France,1958-11-23T00:00:00Z,,44309954,Christine Nougaret,archiviste,,‎chevalier des Arts et des Lettres,,http://www.wikidata.org/entity/Q43397134,Misère et assistance dans le diocèse de Rennes au XVIIIe siècle
http://www.wikidata.org/entity/Q2897484,Bernard,,France,1937-07-28T00:00:00Z,,31992414,,,,,,,
http://www.wikidata.org/entity/Q2941994,Catherine,,France,1946-05-12T00:00:00Z,,24605051,,,,,,,
http://www.wikidata.org/entity/Q2926789,Bruno,,France,1964-03-06T00:00:00Z,,27109991,,,,,,,
http://www.wikidata.org/entity/Q3288405,Marc,Smith,France,1963-07-25T00:00:00Z,,2493603,Marc Smith,historien,,,,http://www.wikidata.org/entity/Q43305291,La France et sa civilisation vues par les Italiens au XVIe siècle
http://www.wikidata.org/entity/Q3288405,Marc,Smith,France,1963-07-25T00:00:00Z,,2493603,Marc Smith,paléographe,,,,http://www.wikidata.org/entity/Q43305291,La France et sa civilisation vues par les Italiens au XVIe siècle
http://www.wikidata.org/entity/Q19606616,Françoise,,France,1962-11-25T00:00:00Z,,24687635,,,,,,,
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,doctorat,prix Gobert,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,doctorat,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,doctorat,officier de la Légion d'honneur,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,doctorat,officier des Palmes académiques,,http://www.wikidata.org/entity/Q43967758,Q43967758
